id,target
Id_e0e6r3mf6n,0.0
Id_1gmeyisj1t,0.0
Id_2kcbm6pcg8,0.0
Id_8p4528flpv,0.0
Id_sugvj6jdh4,0.0
Id_v59sjj2491,0.0
Id_4t9lgp0d6b,0.0
Id_vcb2fvgwhs,0.0
Id_pfqktaz0jx,0.0
Id_dvcd7miybe,0.0
Id_nel4np3cp7,0.0
Id_z7qxtrr755,0.0
Id_t1ly7dalfj,0.0
Id_uf1eu0mp6s,0.0
Id_avbefu3zoq,0.0
Id_zi2iwbn3l1,0.0
Id_zf3pd7xkbi,0.0
Id_lnugvjqyvo,0.0
Id_s8afpdm63o,0.0
Id_1d8yajtlbb,0.0
Id_nd69ved228,0.0
Id_5d8enbveba,0.0
Id_n5u6xoykzo,0.0
Id_837kmowi7w,0.0
Id_p663a5ei4q,0.0
Id_flv603k7q2,0.0
Id_lbxd0mpvzq,0.0
Id_f42kzbatnv,0.0
Id_ka8rsp79k2,0.0
Id_wr207wftse,0.0
Id_zcro7qcu00,0.0
Id_ivil4sdpgj,0.0
Id_e1ivnxasak,0.0
Id_wcrckt4o6c,0.0
Id_w0masi50y3,0.0
Id_wl4hlhc7cj,0.0
Id_qnpv7rgagq,0.0
Id_8n2zgpei13,0.0
Id_z2o997rr9p,0.0
Id_144ctvt2j9,0.0
Id_oph523h41v,0.0
Id_9t33rgzfqu,0.0
Id_6tclpg95j5,0.0
Id_rhbcksqdqo,0.0
Id_aijr7tbcl6,0.0
Id_vecviidjsp,0.0
Id_2k5t85cef7,0.0
Id_j1bucylkao,0.0
Id_miesvbjw41,0.0
Id_gn4ugu5g4w,0.0
Id_3gynkkh07o,0.0
Id_u7rn4an36s,0.0
Id_vdrdqqvz09,0.0
Id_tztpd8j5xj,0.0
Id_azgjy71gvw,0.0
Id_g5ialzgzhu,0.0
Id_99kirrj7xr,0.0
Id_qvg3n0jvro,0.0
Id_66drctpwx9,0.0
Id_ckr0tymcbh,0.0
Id_usqbg7nx09,0.0
Id_07udylvc66,0.0
Id_5939ir8k6k,0.0
Id_xe4s2hidzi,0.0
Id_dryt02puc4,0.0
Id_0g3xnmbqor,0.0
Id_69xjof0qyr,0.0
Id_p6xa3yfs3p,0.0
Id_8o2iwtmpbf,0.0
Id_vtbrkxizc2,0.0
Id_36dxghu97v,0.0
Id_wroggtqws0,0.0
Id_e3p041sxr0,0.0
Id_x9agjw8alk,0.0
Id_q1i0r3sn13,0.0
Id_euw3c5ebyl,0.0
Id_6an0vw5p92,0.0
Id_8cq07nwn6o,0.0
Id_wu26x69zdx,0.0
Id_890dj7anzj,0.0
Id_9ojjzhz8nb,0.0
Id_98yr6q35n4,0.0
Id_53j1o33ueu,0.0
Id_ao22zw90d2,0.0
Id_i2mtsj4fod,0.0
Id_likv8wwcoe,0.0
Id_cwdmsk4qyb,0.0
Id_12w4lf1lx9,0.0
Id_idldg5qkmz,0.0
Id_hd603wnat4,0.0
Id_1pcsx8romu,0.0
Id_xmvom6l1cu,0.0
Id_dynuuzutio,0.0
Id_1abp7hhzpg,0.0
Id_2qxfg1o5c4,0.0
Id_gfwgp4thi5,0.0
Id_z8jakl1t42,0.0
Id_2fnlkypc2m,0.0
Id_gnq1art051,0.0
Id_tgtmhpcnsf,0.0
Id_8xaijurs2j,0.0
Id_sl1s7r9zw3,0.0
Id_uu8rzaxlzy,0.0
Id_jlcdfnvjhi,0.0
Id_9y8n4og4r6,0.0
Id_j4x5bjvlxq,0.0
Id_dm5pq4lzvq,0.0
Id_s3vbot8d3g,0.0
Id_jdqve0v3qe,0.0
Id_2jmblqswqv,0.0
Id_hygu74k7xu,0.0
Id_sfjv5973qy,0.0
Id_599juhorgz,0.0
Id_6oa3e2k1xe,0.0
Id_ksrh56f4li,0.0
Id_ms57huim1b,0.0
Id_rqfflulwlz,0.0
Id_a39tmj6j1a,0.0
Id_1vguqisr6m,0.0
Id_6a2gwplpbv,0.0
Id_juu3yj7o5b,0.0
Id_dutsmrxra2,0.0
Id_o2ljvi8twc,0.0
Id_fssl5mtbn7,0.0
Id_oc0h2qhaf4,0.0
Id_laedhxutph,0.0
Id_f3blye1pf5,0.0
Id_kalhg7yyg2,0.0
Id_td0t2nga1d,0.0
Id_5yh5ztk9lc,0.0
Id_auipkx6xpb,0.0
Id_mznmujws18,0.0
Id_n4r54pyhkm,0.0
Id_lmwub25d4a,0.0
Id_k9d82t0ji6,0.0
Id_p25ux6dva4,0.0
Id_j8zwo1aw5c,0.0
Id_gaqk6pl3eo,0.0
Id_2xeidmic9i,0.0
Id_slyfd8v3jc,0.0
Id_607ciqd0pp,0.0
Id_rmf2btraun,0.0
Id_5yz7aklxs2,0.0
Id_l3lzrfn244,0.0
Id_ikylvr2x4s,0.0
Id_ga1m7w3w0t,0.0
Id_aij59o2r9q,0.0
Id_fo7x87b25g,0.0
Id_2g23f7qf2o,0.0
Id_cz0ubp49lg,0.0
Id_pq3p90c1z0,0.0
Id_nsd5sx2cz9,0.0
Id_uhxyz4klsz,0.0
Id_gc2k67wgmi,0.0
Id_89ms08uxaa,0.0
Id_z0yhdlkj31,0.0
Id_10dm2dhv7h,0.0
Id_mvr9ri5wr4,0.0
Id_g5pu4trni6,0.0
Id_8qo7e2abjm,0.0
Id_w5y1betw4i,0.0
Id_9j0j55xr10,0.0
Id_9vv1h2y709,0.0
Id_dkkqi9g1n0,0.0
Id_fvba00km70,0.0
Id_ej8uklskyp,0.0
Id_zf376d6u96,0.0
Id_8mn2zh9chf,0.0
Id_ysuvcz9or0,0.0
Id_gagk75b81c,0.0
Id_p9ky3xm714,0.0
Id_k2c4wj0jwd,0.0
Id_b8ufazq0qp,0.0
Id_vc0gcc8qcn,0.0
Id_22jv9qdjtj,0.0
Id_oxbsnnyow6,0.0
Id_iusbzeud4c,0.0
Id_792z989hcz,0.0
Id_r8ahqv2smf,0.0
Id_iuplxkaq4g,0.0
Id_m5i35wbp57,0.0
Id_w8v5jf8e9t,0.0
Id_14ak32plxt,0.0
Id_oytnghpz2y,0.0
Id_8pl9p275qh,0.0
Id_5i6a0qvle3,0.0
Id_4sbh6wzzwf,0.0
Id_q0lfgyhwfg,0.0
Id_d4zz61bmb6,0.0
Id_19u76ploy4,0.0
Id_u8p4ihoy8a,0.0
Id_qpkrsm6f2a,0.0
Id_6g1hb5c3d1,0.0
Id_0swkitnqih,0.0
Id_fk3n5ryqri,0.0
Id_kq6kligcng,0.0
Id_35uzdhakn2,0.0
Id_vpanpbnt0d,0.0
Id_e2r7cu57u1,0.0
Id_85ktlowdy1,0.0
Id_o18nk41mox,0.0
Id_w11k589tig,0.0
Id_l55g0b844x,0.0
Id_380lvcu387,0.0
Id_ovuowrb34l,0.0
Id_tbsmf7550h,0.0
Id_cp4qs7f5ci,0.0
Id_bn2jk9zy2k,0.0
Id_prt566gt8u,0.0
Id_qpzpel2ll1,0.0
Id_d1aq88xo3j,0.0
Id_05lm32i205,0.0
Id_nv35g9o55b,0.0
Id_81fpxn28up,0.0
Id_yt5zfnn6v9,0.0
Id_m1p5gxe8rj,0.0
Id_gk6du1e2ny,0.0
Id_c5vc4jexb3,0.0
Id_xyu7lbsum7,0.0
Id_l5zur5gr6i,0.0
Id_sn8252rsul,0.0
Id_17v9wxnl2t,0.0
Id_ay36og32bu,0.0
Id_80s0ovjcet,0.0
Id_n116lpvo3e,0.0
Id_qnzupta6qi,0.0
Id_e0co6s2csf,0.0
Id_47mui18dbo,0.0
Id_8w14kvftyk,0.0
Id_wo4jc6u490,0.0
Id_dyinf45kgu,0.0
Id_llba2gkwax,0.0
Id_syxrqo55x1,0.0
Id_lfkpzx475w,0.0
Id_ogeumdemfr,0.0
Id_99jjv3pfot,0.0
Id_juqtd9u4e2,0.0
Id_g4v2yq2zvq,0.0
Id_0233k0hscw,0.0
Id_97qh1uogf1,0.0
Id_hz7ihlj46x,0.0
Id_dxkjdyctj4,0.0
Id_1ik25cm5vg,0.0
Id_dlkrudd0bk,0.0
Id_ncds8uhtkb,0.0
Id_phge4iiu2e,0.0
Id_72mpigb7cb,0.0
Id_asc51uz439,0.0
Id_qrp1dt6olu,0.0
Id_1gdqydnmgj,0.0
Id_leptmomnd6,0.0
Id_uykzjmkdbe,0.0
Id_3q82ibnpx2,0.0
Id_9tos51vpbr,0.0
Id_73hem86t8n,0.0
Id_n7ah8ujppu,0.0
Id_nll1oqeyt7,0.0
Id_reioemrcxt,0.0
Id_bydt4yff6n,0.0
Id_lamq3hj01u,0.0
Id_i2ud8yrzrj,0.0
Id_jg69gj6o7x,0.0
Id_3t20ihp7vi,0.0
Id_l96ir62m4u,0.0
Id_4llykoppse,0.0
Id_paps066t3w,0.0
Id_m9vvlrwt4x,0.0
Id_1smoqjfsc1,0.0
Id_a3adjk85qp,0.0
Id_8527zquvke,0.0
Id_rmjgy9x2ie,0.0
Id_dz14drxtdv,0.0
Id_y9ujzrfe9a,0.0
Id_24g34sn3dm,0.0
Id_qybk6kp56o,0.0
Id_dgzgb3w8sc,0.0
Id_jyssmcno02,0.0
Id_hszn9s4jcv,0.0
Id_xtwqtrl5gr,0.0
Id_mo2nck0xmo,0.0
Id_ubo6t9qx92,0.0
Id_x76jqroogv,0.0
Id_7ibaamezoh,0.0
Id_pgou0h1ada,0.0
Id_5ypi42zeql,0.0
Id_i4m1y026wb,0.0
Id_lj2ao401av,0.0
Id_l7tl1z5de1,0.0
Id_wl9dg1xsrc,0.0
Id_j4qr45bn4y,0.0
Id_50zgttth1h,0.0
Id_ksgl6rmmon,0.0
Id_8egsm1f6zf,0.0
Id_gee8wz8em9,0.0
Id_5hry6vg7wm,0.0
Id_aqytmvzsnz,0.0
Id_woc0gwmcuu,0.0
Id_e7liqku11h,0.0
Id_1ae3sof56g,0.0
Id_1tlsmgz5jx,0.0
Id_saansjp8bh,0.0
Id_bk05dzd8w9,0.0
Id_b1egi3tgck,0.0
Id_di028xuwvo,0.0
Id_bvxuszqct8,0.0
Id_l46h4yradx,0.0
Id_cj1blbgaot,0.0
Id_28vbupev8e,0.0
Id_k5vk4pcddb,0.0
Id_dybtt38s9a,0.0
Id_a3amr916pr,0.0
Id_aqrju85yee,0.0
Id_bn8394a51b,0.0
Id_ns6cwbg6ii,0.0
Id_lvtui4ixte,0.0
Id_6arvwb28bs,0.0
Id_1nlub55x3q,0.0
Id_6aijb60rf3,0.0
Id_82slee3ttp,0.0
Id_77a450k8ms,0.0
Id_qbcllxs3p5,0.0
Id_ijdkofn3fg,0.0
Id_om02s9jzac,0.0
Id_5ocov7kqc1,0.0
Id_mjn2mmbbil,0.0
Id_e95c07zxo0,0.0
Id_oit6oiz3zu,0.0
Id_gvpwfwfmog,0.0
Id_os7j2205kq,0.0
Id_1yus6h3w0j,0.0
Id_qzfpg5245e,0.0
Id_giqa566x7d,0.0
Id_swh6ew1w3l,0.0
Id_afjhzkejqz,0.0
Id_i3kqidqsf7,0.0
Id_2s7l7re5cs,0.0
Id_t4qchobp6e,0.0
Id_71fz8fxuco,0.0
Id_vgmyzj1qg7,0.0
Id_0u4jegug6n,0.0
Id_3xjanr1bjx,0.0
Id_3iddotdx0n,0.0
Id_fz4bccrdyp,0.0
Id_ksxyisdqa6,0.0
Id_1kr7y8vhd5,0.0
Id_ai3puu0rzk,0.0
Id_3nzpfdpvbm,0.0
Id_znc40jzs0x,0.0
Id_zs20xdjm81,0.0
Id_nmzd0xkfoo,0.0
Id_qwc3ri9017,0.0
Id_u0pb5n9q7z,0.0
Id_f3o6mb5rr8,0.0
Id_abub4wurzm,0.0
Id_bo0ic9x6bn,0.0
Id_fvwc6nwb8w,0.0
Id_gp1zdc6mh0,0.0
Id_o7yginm1ya,0.0
Id_95w0n14ak4,0.0
Id_vpozznwhps,0.0
Id_l5cdsuibaw,0.0
Id_tldgcfx6d0,0.0
Id_q820d1i8jz,0.0
Id_dwbqaahxay,0.0
Id_8co2hhayda,0.0
Id_qfrveua7si,0.0
Id_9wk9gx530l,0.0
Id_tjwzyf4g2j,0.0
Id_3cmr0wkesx,0.0
Id_o6swgm3fdq,0.0
Id_1vi00k5cm2,0.0
Id_b17fn3rw2r,0.0
Id_p0pm6web6f,0.0
Id_cwl7kz2oy2,0.0
Id_eht8yj5qq3,0.0
Id_qw0lrv2o67,0.0
Id_p48x9x2oeq,0.0
Id_ta9jznwjrg,0.0
Id_tuguv1kuy7,0.0
Id_rw476nlooy,0.0
Id_5v6zi95k6g,0.0
Id_cy3d4081lf,0.0
Id_lj0kzfquix,0.0
Id_fkyjfee9r6,0.0
Id_z45p3tbot2,0.0
Id_tfmvy1ko5s,0.0
Id_aalvneodbb,0.0
Id_avewej359v,0.0
Id_xl08vpty2u,0.0
Id_5qnhbzh9mj,0.0
Id_pj0599ar4s,0.0
Id_qz4q2bra11,0.0
Id_x19b6nsqje,0.0
Id_qybtks0ejs,0.0
Id_3ksfwbsw08,0.0
Id_kzia9xbwyr,0.0
Id_ltduchkmwl,0.0
Id_mab279rxjo,0.0
Id_gdgcad0tn3,0.0
Id_cf5t9ryqtv,0.0
Id_cb8b97q218,0.0
Id_t41gf4qdnq,0.0
Id_m4qoh8jba2,0.0
Id_mfrwcb8jo9,0.0
Id_qj2jv5pb29,0.0
Id_55kz9ku33g,0.0
Id_kezq7qvztx,0.0
Id_gz4dr83yga,0.0
Id_0wqezezxdo,0.0
Id_t8vld6zd38,0.0
Id_cdgy3p8e17,0.0
Id_c4e2ypoiir,0.0
Id_yl0cs9qvoy,0.0
Id_gook8pg53d,0.0
Id_nrre0dok0s,0.0
Id_12cyv243q0,0.0
Id_ica17mh8ku,0.0
Id_2lbkudiop0,0.0
Id_k70ulfr45f,0.0
Id_taolj4epai,0.0
Id_vvlvwwmii6,0.0
Id_iukx7tazsh,0.0
Id_x9w0h5g0gz,0.0
Id_9i4lt1jwpl,0.0
Id_u8f5f8vnr1,0.0
Id_8et1jb8g8l,0.0
Id_9sld65upcu,0.0
Id_c9jkgz2ly5,0.0
Id_622myk8lrj,0.0
Id_9q7lsz3t3i,0.0
Id_yrmqjxmw8p,0.0
Id_2tqrowq7ha,0.0
Id_li8wi4kws4,0.0
Id_uwyio27mgc,0.0
Id_8m5bub5sgh,0.0
Id_91f7cwtc6d,0.0
Id_tb17sfjst6,0.0
Id_cg355cy0hw,0.0
Id_1zj3ad512c,0.0
Id_x2t9xqusl0,0.0
Id_5n6lnxtcl6,0.0
Id_syftou4dv7,0.0
Id_olo6108q0q,0.0
Id_fwntaiootq,0.0
Id_otl8ia5hf7,0.0
Id_xvh9nq4hcz,0.0
Id_do9c2923lw,0.0
Id_w0xumfkwil,0.0
Id_yreeigbmjo,0.0
Id_xtclopgbnh,0.0
Id_6cqs2hdutz,0.0
Id_gqsh0m8rh6,0.0
Id_c51d08k1ur,0.0
Id_iyytm2pv3u,0.0
Id_kzw4ct10ux,0.0
Id_7ne9numsmb,0.0
Id_oqu86ourq7,0.0
Id_4rxcpbwybs,0.0
Id_6av6wk4lct,0.0
Id_cp76vnk3tp,0.0
Id_dtki3lhc81,0.0
Id_m6wpd5h1br,0.0
Id_b27dut3kau,0.0
Id_b75gaq2peu,0.0
Id_3wzsk10roa,0.0
Id_htx4n6fjoe,0.0
Id_86g98yczpu,0.0
Id_tiwyru338j,0.0
Id_f62fvre4rw,0.0
Id_nd6ug7vjcy,0.0
Id_fvrzgi6rzr,0.0
Id_cgaidyhfg3,0.0
Id_prw4h7obtx,0.0
Id_orc2xh618v,0.0
Id_krbt1ch9yz,0.0
Id_hvkrzeoysb,0.0
Id_gc6xba4wga,0.0
Id_jz3oiqqkrg,0.0
Id_m90id662sr,0.0
Id_opf2ikuhud,0.0
Id_mxh6gemgh1,0.0
Id_7abmw3otjx,0.0
Id_vn9cjrh7pq,0.0
Id_fnzvpmj04y,0.0
Id_e4a1cq6a9c,0.0
Id_ixazocqsao,0.0
Id_o2hwgzth1p,0.0
Id_df6njeqkqj,0.0
Id_2npdtjxxkw,0.0
Id_56f5b03aiq,0.0
Id_unyapgx6n4,0.0
Id_zsfug7ruhn,0.0
Id_pp1jjqs517,0.0
Id_bx6sy6tw95,0.0
Id_t11afxpgeg,0.0
Id_ugajxqcegy,0.0
Id_htfgc2he6q,0.0
Id_8jq41tkfdv,0.0
Id_2wu87wk7yo,0.0
Id_6nuwgy6nsq,0.0
Id_vq9jks8ie1,0.0
Id_zfjq1m92cn,0.0
Id_qv21aj7amm,0.0
Id_s3gob6lhnj,0.0
Id_8ccgg86uww,0.0
Id_nf5tw6twot,0.0
Id_gd8706vyml,0.0
Id_dkuk7mfeh7,0.0
Id_nv2f7fm3z9,0.0
Id_ivbyc1qtnl,0.0
Id_57wzbir4mz,0.0
Id_ztok34cqxl,0.0
Id_gry2nfeo7e,0.0
Id_aivw9iom4u,0.0
Id_0hfsk802xq,0.0
Id_xl412b4ltf,0.0
Id_d85c9o9ryt,0.0
Id_yef94efjb7,0.0
Id_8hikylie25,0.0
Id_chhdoli5om,0.0
Id_y0l0dd2ja6,0.0
Id_apofy8hs6n,0.0
Id_j45uvo53m1,0.0
Id_k0vx4juh0h,0.0
Id_hl11kxmm0d,0.0
Id_yunjigky2n,0.0
Id_tbk4ufc57h,0.0
Id_j9xr0txh2a,0.0
Id_qmzz86g1i2,0.0
Id_osc5beygot,0.0
Id_78a7ah4h5c,0.0
Id_7xztf59zp5,0.0
